QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,
,,,,,,,,,,92765-96269:Owen Wright,92765-96269,RB,Owen,Owen Wright,Wright,,,4000,HOU@BAL,BAL,HOU,,,,,,RB/FLEX
,,,,,,,,,,92765-170000:Shemar Bridges,92765-170000,WR,Shemar,Shemar Bridges,Bridges,,,4000,HOU@BAL,BAL,HOU,Q,Knee,,,,WR/FLEX
,,,,,,,,,,92765-69655:Stephen Sullivan,92765-69655,TE,Stephen,Stephen Sullivan,Sullivan,0.933333317,6,4000,CAR@ATL,CAR,ATL,IR,Undisclosed,,,,TE/FLEX
,,,,,,,,,,92765-28694:Jesse James,92765-28694,TE,Jesse,Jesse James,James,,,4000,TEN@NO,NO,TEN,,,,,,TE/FLEX
,,,,,,,,,,92765-110624:C.J. Johnson,92765-110624,WR,C.J.,C.J. Johnson,Johnson,,,4000,LAR@SEA,SEA,LAR,,,,,,WR/FLEX
,,,,,,,,,,92765-55336:Chris Herndon,92765-55336,TE,Chris,Chris Herndon,Herndon,,,4000,TEN@NO,NO,TEN,,,,,,TE/FLEX
,,,,,,,,,,92765-133163:Ra'Shaun Henry,92765-133163,WR,Ra'Shaun,Ra'Shaun Henry,Henry,,,4000,LAR@SEA,SEA,LAR,IR,Undisclosed,,,,WR/FLEX
,,,,,,,,,,92765-71723:Dez Fitzpatrick,92765-71723,WR,Dez,Dez Fitzpatrick,Fitzpatrick,,,4000,SF@PIT,PIT,SF,,,,,,WR/FLEX
,,,,,,,,,,92765-86068:Jacob Copeland,92765-86068,WR,Jacob,Jacob Copeland,Copeland,,,4000,TB@MIN,MIN,TB,,,,,,WR/FLEX
,,,,,,,,,,92765-86075:Lucas Krull,92765-86075,TE,Lucas,Lucas Krull,Krull,,,4000,LV@DEN,DEN,LV,,,,,,TE/FLEX
,,,,,,,,,,92765-94269:Henry Pearson,92765-94269,RB,Henry,Henry Pearson,Pearson,,,4000,GB@CHI,GB,CHI,,,,,,RB/FLEX
,,,,,,,,,,92765-59455:Sammis Reyes,92765-59455,TE,Sammis,Sammis Reyes,Reyes,,,4000,JAC@IND,JAC,IND,IR,Concussion,,,,TE/FLEX
,,,,,,,,,,92765-174148:Carlos Washington Jr.,92765-174148,RB,Carlos,Carlos Washington Jr.,Washington Jr.,,,4000,CAR@ATL,ATL,CAR,,,,,,RB/FLEX
,,,,,,,,,,92765-65607:Jacob Harris,92765-65607,TE,Jacob,Jacob Harris,Harris,1.100000024,1,4000,JAC@IND,JAC,IND,,,,,,TE/FLEX
,,,,,,,,,,92765-55366:Qadree Ollison,92765-55366,RB,Qadree,Qadree Ollison,Ollison,,,4000,SF@PIT,PIT,SF,,,,,,RB/FLEX
,,,,,,,,,,92765-165962:Nikola Kalinic,92765-165962,TE,Nikola,Nikola Kalinic,Kalinic,0,1,4000,LAR@SEA,LAR,SEA,,,,,,TE/FLEX
,,,,,,,,,,92765-63576:Kirk Merritt,92765-63576,WR,Kirk,Kirk Merritt,Merritt,,,4000,TEN@NO,NO,TEN,,,,,,WR/FLEX
,,,,,,,,,,92765-86108:Monte Pottebaum,92765-86108,RB,Monte,Monte Pottebaum,Pottebaum,,,4000,SF@PIT,PIT,SF,IR,Undisclosed,,,,RB/FLEX
,,,,,,,,,,92765-79967:Adam Shaheen,92765-79967,TE,Adam,Adam Shaheen,Shaheen,,,4000,MIA@LAC,MIA,LAC,Q,Knee,,,,TE/FLEX
,,,,,,,,,,92765-92256:Malik Knowles,92765-92256,WR,Malik,Malik Knowles,Knowles,,,4000,TB@MIN,MIN,TB,IR,Undisclosed,,,,WR/FLEX
,,,,,,,,,,92765-94314:Camerun Peoples,92765-94314,RB,Camerun,Camerun Peoples,Peoples,,,4000,CAR@ATL,CAR,ATL,,,,,,RB/FLEX
,,,,,,,,,,92765-86125:Brandon Smith,92765-86125,WR,Brandon,Brandon Smith,Smith,,,4000,ARI@WAS,ARI,WAS,,,,,,WR/FLEX
,,,,,,,,,,92765-30837:Jordan Matthews,92765-30837,WR,Jordan,Jordan Matthews,Matthews,,,4000,SF@PIT,SF,PIT,,,,,,WR/FLEX
,,,,,,,,,,92765-55414:Cody Thompson,92765-55414,WR,Cody,Cody Thompson,Thompson,,,4000,LAR@SEA,SEA,LAR,,,,,,WR/FLEX
,,,,,,,,,,92765-71806:Kaden Smith,92765-71806,TE,Kaden,Kaden Smith,Smith,,,4000,ARI@WAS,WAS,ARI,IR,Undisclosed,,,,TE/FLEX
,,,,,,,,,,92765-84101:Vyncint Smith,92765-84101,WR,Vyncint,Vyncint Smith,Smith,,,4000,JAC@IND,IND,JAC,,,,,,WR/FLEX
,,,,,,,,,,92765-71821:Joe Reed,92765-71821,WR,Joe,Joe Reed,Reed,,,4000,GB@CHI,CHI,GB,IR,Undisclosed,,,,WR/FLEX
,,,,,,,,,,92765-94363:Elijah Cooks,92765-94363,WR,Elijah,Elijah Cooks,Cooks,,,4000,JAC@IND,JAC,IND,,,,,,WR/FLEX
,,,,,,,,,,92765-178337:Tyler Hoosman,92765-178337,RB,Tyler,Tyler Hoosman,Hoosman,,,4000,MIA@LAC,LAC,MIA,,,,,,RB/FLEX
,,,,,,,,,,92765-86178:Dominique Dafney,92765-86178,TE,Dominique,Dominique Dafney,Dafney,,,4000,TB@MIN,TB,MIN,Q,Undisclosed,,,,TE/FLEX
,,,,,,,,,,92765-92331:Johnny Lumpkin,92765-92331,TE,Johnny,Johnny Lumpkin,Lumpkin,,,4000,JAC@IND,IND,JAC,,,,,,TE/FLEX
,,,,,,,,,,92765-61610:Jacques Patrick,92765-61610,RB,Jacques,Jacques Patrick,Patrick,,,4000,TEN@NO,TEN,NO,,,,,,RB/FLEX
,,,,,,,,,,92765-157875:Grant DuBose,92765-157875,WR,Grant,Grant DuBose,DuBose,,,4000,GB@CHI,GB,CHI,,,,,,WR/FLEX
,,,,,,,,,,92765-86205:Mac Hippenhammer,92765-86205,WR,Mac,Mac Hippenhammer,Hippenhammer,,,4000,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
,,,,,,,,,,92765-61631:Bisi Johnson,92765-61631,WR,Bisi,Bisi Johnson,Johnson,,,4000,TB@MIN,MIN,TB,Q,Knee - acl,,,,WR/FLEX
,,,,,,,,,,92765-65737:Sam Tecklenburg,92765-65737,TE,Sam,Sam Tecklenburg,Tecklenburg,,,4000,CAR@ATL,CAR,ATL,,,,,,TE/FLEX
,,,,,,,,,,92765-170188:Tanner Conner,92765-170188,TE,Tanner,Tanner Conner,Conner,0,2,4000,MIA@LAC,MIA,LAC,,,,,,TE/FLEX
,,,,,,,,,,92765-129240:Tyler Scott,92765-129240,WR,Tyler,Tyler Scott,Scott,,,4000,GB@CHI,CHI,GB,,,,,,WR/FLEX
,,,,,,,,,,92765-170206:Rodney Williams II,92765-170206,TE,Rodney,Rodney Williams II,Williams II,,,4000,SF@PIT,PIT,SF,,,,,,TE/FLEX
,,,,,,,,,,92765-149727:Bernhard Seikovits,92765-149727,TE,Bernhard,Bernhard Seikovits,Seikovits,,,4000,ARI@WAS,ARI,WAS,,,,,,TE/FLEX
,,,,,,,,,,92765-137439:Zion Bowens,92765-137439,WR,Zion,Zion Bowens,Bowens,,,4000,ARI@WAS,WAS,ARI,,,,,,WR/FLEX
,,,,,,,,,,92765-170208:Kaden Davis,92765-170208,WR,Kaden,Kaden Davis,Davis,,,4000,ARI@WAS,ARI,WAS,,,,,,WR/FLEX
,,,,,,,,,,92765-90343:Jordan Byrd,92765-90343,WR,Jordan,Jordan Byrd,Byrd,,,4000,SF@PIT,PIT,SF,,,,,,WR/FLEX
,,,,,,,,,,92765-88294:Dontay Demus Jr.,92765-88294,WR,Dontay,Dontay Demus Jr.,Demus Jr.,,,4000,HOU@BAL,BAL,HOU,,,,,,WR/FLEX
,,,,,,,,,,92765-92395:Chris Smith,92765-92395,RB,Chris,Chris Smith,Smith,,,4000,LAR@SEA,SEA,LAR,,,,,,RB/FLEX
,,,,,,,,,,92765-86254:Leonard Taylor,92765-86254,TE,Leonard,Leonard Taylor,Taylor,,,4000,JAC@IND,JAC,IND,IR,Undisclosed,,,,TE/FLEX
,,,,,,,,,,92765-12527:Chicago Bears,92765-12527,D,Chicago,Chicago Bears,Bears,3.647058824,17,4000,GB@CHI,CHI,GB,,,,,,DEF
,,,,,,,,,,92765-90353:Jesse Matthews,92765-90353,WR,Jesse,Jesse Matthews,Matthews,,,4000,HOU@BAL,HOU,BAL,IR,Knee - acl,,,,WR/FLEX
,,,,,,,,,,92765-12531:Denver Broncos,92765-12531,D,Denver,Denver Broncos,Broncos,6,17,4000,LV@DEN,DEN,LV,,,,,,DEF
,,,,,,,,,,92765-88313:Brian Cobbs,92765-88313,WR,Brian,Brian Cobbs,Cobbs,,,4000,ARI@WAS,ARI,WAS,,,,,,WR/FLEX
,,,,,,,,,,92765-69884:Darius Anderson,92765-69884,RB,Darius,Darius Anderson,Anderson,,,4000,HOU@BAL,HOU,BAL,Q,Knee,,,,RB/FLEX
,,,,,,,,,,92765-61693:Danny Pinter,92765-61693,TE,Danny,Danny Pinter,Pinter,,,4000,JAC@IND,IND,JAC,IR,Ankle,,,,TE/FLEX
,,,,,,,,,,92765-71935:Kendric Pryor,92765-71935,WR,Kendric,Kendric Pryor,Pryor,,,4000,JAC@IND,JAC,IND,,,,,,WR/FLEX
,,,,,,,,,,92765-174372:Nick Williams,92765-174372,WR,Nick,Nick Williams,Williams,,,4000,LV@DEN,DEN,LV,,,,,,WR/FLEX
,,,,,,,,,,92765-86316:Chuck McClelland,92765-86316,RB,Chuck,Chuck McClelland,McClelland,,,4000,TEN@NO,TEN,NO,,,,,,RB/FLEX
,,,,,,,,,,92765-170290:Dre Miller,92765-170290,TE,Dre,Dre Miller,Miller,,,4000,GB@CHI,GB,CHI,,,,,,TE/FLEX
,,,,,,,,,,92765-92465:Sean Ryan,92765-92465,WR,Sean,Sean Ryan,Ryan,,,4000,HOU@BAL,BAL,HOU,,,,,,WR/FLEX
,,,,,,,,,,92765-45371:Darius Phillips,92765-45371,WR,Darius,Darius Phillips,Phillips,,,4000,HOU@BAL,HOU,BAL,,,,,,WR/FLEX
,,,,,,,,,,92765-90458:Troy Hairston,92765-90458,RB,Troy,Troy Hairston,Hairston,0.628571442,7,4000,HOU@BAL,HOU,BAL,IR,Back,,,,RB/FLEX
,,,,,,,,,,92765-88421:Daewood Davis,92765-88421,WR,Daewood,Daewood Davis,Davis,,,4000,MIA@LAC,MIA,LAC,Q,Concussion,,,,WR/FLEX
,,,,,,,,,,92765-153957:Zaire Mitchell-Paden,92765-153957,TE,Zaire,Zaire Mitchell-Paden,Mitchell-Paden,,,4000,CIN@CLE,CLE,CIN,,,,,,TE/FLEX
,,,,,,,,,,92765-94579:Emari Demercado,92765-94579,RB,Emari,Emari Demercado,Demercado,,,4000,ARI@WAS,ARI,WAS,,,,,,RB/FLEX
,,,,,,,,,,92765-90483:Bernhard Raimann,92765-90483,TE,Bernhard,Bernhard Raimann,Raimann,,,4000,JAC@IND,IND,JAC,,,,,,TE/FLEX
,,,,,,,,,,92765-156039:Shae Wyatt,92765-156039,WR,Shae,Shae Wyatt,Wyatt,,,4000,SF@PIT,SF,PIT,,,,,,WR/FLEX
,,,,,,,,,,92765-88463:Johnny Johnson III,92765-88463,WR,Johnny,Johnny Johnson III,Johnson III,,,4000,HOU@BAL,HOU,BAL,,,,,,WR/FLEX
,,,,,,,,,,92765-55694:Mike Thomas,92765-55694,WR,Mike,Mike Thomas,Thomas,1.700000048,4,4000,HOU@BAL,BAL,HOU,Q,Shoulder - labrum,,,,WR/FLEX
,,,,,,,,,,92765-94606:Taye Barber,92765-94606,WR,Taye,Taye Barber,Barber,,,4000,TB@MIN,TB,MIN,,,,,,WR/FLEX
,,,,,,,,,,92765-102802:Makai Polk,92765-102802,WR,Makai,Makai Polk,Polk,,,4000,HOU@BAL,BAL,HOU,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,92765-90518:Slade Bolden,92765-90518,WR,Slade,Slade Bolden,Bolden,,,4000,CAR@ATL,ATL,CAR,,,,,,WR/FLEX
,,,,,,,,,,92765-80281:C.J. Board,92765-80281,WR,C.J.,C.J. Board,Board,0.275000006,4,4000,TEN@NO,TEN,NO,Q,Ribs,,,,WR/FLEX
,,,,,,,,,,92765-70043:Cole Fotheringham,92765-70043,TE,Cole,Cole Fotheringham,Fotheringham,,,4000,LV@DEN,LV,DEN,,,,,,TE/FLEX
,,,,,,,,,,92765-94621:Derius Davis,92765-94621,WR,Derius,Derius Davis,Davis,,,4000,MIA@LAC,LAC,MIA,,,,,,WR/FLEX
,,,,,,,,,,92765-92573:Travis Vokolek,92765-92573,TE,Travis,Travis Vokolek,Vokolek,,,4000,HOU@BAL,BAL,HOU,,,,,,TE/FLEX
,,,,,,,,,,92765-96673:Garett Maag,92765-96673,WR,Garett,Garett Maag,Maag,,,4000,TB@MIN,MIN,TB,,,,,,WR/FLEX
,,,,,,,,,,92765-111012:Kaylon Geiger Sr.,92765-111012,WR,Kaylon,Kaylon Geiger Sr.,Geiger Sr.,,,4000,TB@MIN,TB,MIN,,,,,,WR/FLEX
,,,,,,,,,,92765-102831:Davis Allen,92765-102831,TE,Davis,Davis Allen,Allen,,,4000,LAR@SEA,LAR,SEA,,,,,,TE/FLEX
,,,,,,,,,,92765-102836:Joseph Ngata,92765-102836,WR,Joseph,Joseph Ngata,Ngata,,,4000,PHI@NE,PHI,NE,,,,,,WR/FLEX
,,,,,,,,,,92765-92606:Bo Melton,92765-92606,WR,Bo,Bo Melton,Melton,,,4000,GB@CHI,GB,CHI,,,,,,WR/FLEX
,,,,,,,,,,92765-47551:Mason Schreck,92765-47551,TE,Mason,Mason Schreck,Schreck,0.800000012,2,4000,HOU@BAL,HOU,BAL,,,,,,TE/FLEX
,,,,,,,,,,92765-72133:Antoine Wesley,92765-72133,WR,Antoine,Antoine Wesley,Wesley,,,4000,LV@DEN,LV,DEN,,,,,,WR/FLEX
,,,,,,,,,,92765-55750:Chris Lacy,92765-55750,WR,Chris,Chris Lacy,Lacy,,,4000,LV@DEN,LV,DEN,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,92765-113096:Xavier Smith,92765-113096,WR,Xavier,Xavier Smith,Smith,,,4000,LAR@SEA,LAR,SEA,,,,,,WR/FLEX
,,,,,,,,,,92765-86472:John Hightower,92765-86472,WR,John,John Hightower,Hightower,,,4000,MIA@LAC,LAC,MIA,,,,,,WR/FLEX
,,,,,,,,,,92765-88525:Kawaan Baker,92765-88525,WR,Kawaan,Kawaan Baker,Baker,,,4000,TEN@NO,NO,TEN,,,,,,WR/FLEX
,,,,,,,,,,92765-117201:Isaiah Winstead,92765-117201,WR,Isaiah,Isaiah Winstead,Winstead,,,4000,SF@PIT,SF,PIT,,,,,,WR/FLEX
,,,,,,,,,,92765-88536:Cephus Johnson III,92765-88536,WR,Cephus,Cephus Johnson III,Johnson III,,,4000,TB@MIN,TB,MIN,,,,,,WR/FLEX
,,,,,,,,,,92765-63967:Lucky Jackson,92765-63967,WR,Lucky,Lucky Jackson,Jackson,,,4000,TB@MIN,MIN,TB,,,,,,WR/FLEX
,,,,,,,,,,92765-88547:Jalen Wayne,92765-88547,WR,Jalen,Jalen Wayne,Wayne,,,4000,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
,,,,,,,,,,92765-14820:Nick Bellore,92765-14820,RB,Nick,Nick Bellore,Bellore,0.300000012,1,4000,LAR@SEA,SEA,LAR,,,,,,RB/FLEX
,,,,,,,,,,92765-129508:Duece Watts,92765-129508,WR,Duece,Duece Watts,Watts,,,4000,GB@CHI,GB,CHI,,,,,,WR/FLEX
,,,,,,,,,,92765-92677:Zavier Scott,92765-92677,WR,Zavier,Zavier Scott,Scott,,,4000,JAC@IND,IND,JAC,Q,Knee - meniscus,,,,WR/FLEX
,,,,,,,,,,92765-90628:Griffin Hebert,92765-90628,TE,Griffin,Griffin Hebert,Hebert,,,4000,LAR@SEA,SEA,LAR,,,,,,TE/FLEX
,,,,,,,,,,92765-154139:Clint Ratkovich,92765-154139,RB,Clint,Clint Ratkovich,Ratkovich,,,4000,CAR@ATL,ATL,CAR,,,,,,RB/FLEX
,,,,,,,,,,92765-160303:Tucker Kraft,92765-160303,TE,Tucker,Tucker Kraft,Kraft,,,4000,GB@CHI,GB,CHI,,,,,,TE/FLEX
,,,,,,,,,,92765-14895:Patrick Scales,92765-14895,TE,Patrick,Patrick Scales,Scales,,,4000,GB@CHI,CHI,GB,,,,,,TE/FLEX
,,,,,,,,,,92765-86601:SaRodorick Thompson Jr.,92765-86601,RB,SaRodorick,SaRodorick Thompson Jr.,Thompson Jr.,,,4000,LAR@SEA,SEA,LAR,,,,,,RB/FLEX
,,,,,,,,,,92765-102986:Elijah Higgins,92765-102986,WR,Elijah,Elijah Higgins,Higgins,,,4000,ARI@WAS,ARI,WAS,,,,,,WR/FLEX
,,,,,,,,,,92765-86612:Brayden Willis,92765-86612,TE,Brayden,Brayden Willis,Willis,,,4000,SF@PIT,SF,PIT,,,,,,TE/FLEX
,,,,,,,,,,92765-29277:Stephen Anderson,92765-29277,TE,Stephen,Stephen Anderson,Anderson,0.480000019,5,4000,ARI@WAS,ARI,WAS,,,,,,TE/FLEX
,,,,,,,,,,92765-64097:La'Michael Pettway,92765-64097,TE,La'Michael,La'Michael Pettway,Pettway,,,4000,JAC@IND,IND,JAC,Q,Undisclosed,,,,TE/FLEX
,,,,,,,,,,92765-186983:Jadakis Bonds,92765-186983,WR,Jadakis,Jadakis Bonds,Bonds,,,4000,GB@CHI,GB,CHI,,,,,,WR/FLEX
,,,,,,,,,,92765-86635:Charleston Rambo,92765-86635,WR,Charleston,Charleston Rambo,Rambo,,,4000,PHI@NE,PHI,NE,IR,Undisclosed,,,,WR/FLEX
,,,,,,,,,,92765-66155:Michael Jacobson,92765-66155,TE,Michael,Michael Jacobson,Jacobson,,,4000,JAC@IND,IND,JAC,,,,,,TE/FLEX
,,,,,,,,,,92765-103020:Puka Nacua,92765-103020,WR,Puka,Puka Nacua,Nacua,,,4000,LAR@SEA,LAR,SEA,,,,,,WR/FLEX
,,,,,,,,,,92765-139884:Jordan Murray,92765-139884,TE,Jordan,Jordan Murray,Murray,,,4000,HOU@BAL,HOU,BAL,,,,,,TE/FLEX
,,,,,,,,,,92765-88699:Jaret Patterson,92765-88699,RB,Jaret,Jaret Patterson,Patterson,3.900000095,2,4000,ARI@WAS,WAS,ARI,,,,,,RB/FLEX
,,,,,,,,,,92765-86657:Kennedy Brooks,92765-86657,RB,Kennedy,Kennedy Brooks,Brooks,,,4000,PHI@NE,PHI,NE,,,,,,RB/FLEX
,,,,,,,,,,92765-29314:Richard Rodgers,92765-29314,TE,Richard,Richard Rodgers,Rodgers,0.299999992,3,4000,MIA@LAC,LAC,MIA,Q,Knee,,,,TE/FLEX
,,,,,,,,,,92765-53913:Cody Hollister,92765-53913,WR,Cody,Cody Hollister,Hollister,1.725000024,4,4000,TEN@NO,TEN,NO,Q,Neck,,,,WR/FLEX
,,,,,,,,,,92765-86682:Grant Calcaterra,92765-86682,TE,Grant,Grant Calcaterra,Calcaterra,2.120000076,5,4000,PHI@NE,PHI,NE,,,,,,TE/FLEX
,,,,,,,,,,92765-86692:Thomas Odukoya,92765-86692,TE,Thomas,Thomas Odukoya,Odukoya,,,4000,TEN@NO,TEN,NO,,,,,,TE/FLEX
,,,,,,,,,,92765-103086:Jadon Haselwood,92765-103086,WR,Jadon,Jadon Haselwood,Haselwood,,,4000,PHI@NE,PHI,NE,,,,,,WR/FLEX
,,,,,,,,,,92765-96942:Keelan Doss,92765-96942,WR,Keelan,Keelan Doss,Doss,,,4000,MIA@LAC,LAC,MIA,,,,,,WR/FLEX
,,,,,,,,,,92765-64175:Hakeem Butler,92765-64175,WR,Hakeem,Hakeem Butler,Butler,,,4000,SF@PIT,PIT,SF,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,92765-92890:Cody White,92765-92890,WR,Cody,Cody White,White,0.699999988,1,4000,SF@PIT,PIT,SF,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,92765-90844:Christian Trahan,92765-90844,TE,Christian,Christian Trahan,Trahan,,,4000,CIN@CLE,CIN,CLE,,,,,,TE/FLEX
,,,,,,,,,,92765-56041:Khari Blasingame,92765-56041,RB,Khari,Khari Blasingame,Blasingame,0,1,4000,GB@CHI,CHI,GB,,,,,,RB/FLEX
,,,,,,,,,,92765-72427:Kwamie Lassiter II,92765-72427,WR,Kwamie,Kwamie Lassiter II,Lassiter II,,,4000,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
,,,,,,,,,,92765-90861:Derek Parish,92765-90861,RB,Derek,Derek Parish,Parish,,,4000,JAC@IND,JAC,IND,,,,,,RB/FLEX
,,,,,,,,,,92765-86781:Terrell Bynum,92765-86781,WR,Terrell,Terrell Bynum,Bynum,,,4000,MIA@LAC,LAC,MIA,,,,,,WR/FLEX
,,,,,,,,,,92765-152320:Tiyon Evans,92765-152320,RB,Tiyon,Tiyon Evans,Evans,,,4000,CAR@ATL,CAR,ATL,,,,,,RB/FLEX
,,,,,,,,,,92765-174853:Kody Case,92765-174853,WR,Kody,Kody Case,Case,,,4000,JAC@IND,IND,JAC,,,,,,WR/FLEX
,,,,,,,,,,92765-56099:Cullen Gillaspia,92765-56099,RB,Cullen,Cullen Gillaspia,Gillaspia,,,4000,LAR@SEA,SEA,LAR,Q,Knee,,,,RB/FLEX
,,,,,,,,,,92765-86826:Malachi Carter,92765-86826,WR,Malachi,Malachi Carter,Carter,,,4000,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
,,,,,,,,,,92765-72493:Trishton Jackson,92765-72493,WR,Trishton,Trishton Jackson,Jackson,,,4000,TB@MIN,MIN,TB,,,,,,WR/FLEX
,,,,,,,,,,92765-86839:Jack Coco,92765-86839,TE,Jack,Jack Coco,Coco,,,4000,ARI@WAS,ARI,WAS,,,,,,TE/FLEX
,,,,,,,,,,92765-174907:Sy Barnett,92765-174907,WR,Sy,Sy Barnett,Barnett,,,4000,TEN@NO,NO,TEN,,,,,,WR/FLEX
,,,,,,,,,,92765-92984:Justin Marshall,92765-92984,WR,Justin,Justin Marshall,Marshall,,,4000,LAR@SEA,SEA,LAR,,,,,,WR/FLEX
,,,,,,,,,,92765-158520:Daylen Baldwin,92765-158520,WR,Daylen,Daylen Baldwin,Baldwin,3.5,1,4000,CIN@CLE,CLE,CIN,Q,Hamstring,,,,WR/FLEX
,,,,,,,,,,92765-92990:Hassan Hall,92765-92990,RB,Hassan,Hassan Hall,Hall,,,4000,CIN@CLE,CLE,CIN,,,,,,RB/FLEX
,,,,,,,,,,92765-90952:Kade Warner,92765-90952,WR,Kade,Kade Warner,Warner,,,4000,TB@MIN,TB,MIN,,,,,,WR/FLEX
,,,,,,,,,,92765-90955:Tyjon Lindsey,92765-90955,WR,Tyjon,Tyjon Lindsey,Lindsey,,,4000,LAR@SEA,SEA,LAR,,,,,,WR/FLEX
,,,,,,,,,,92765-93002:Calvin Tyler Jr.,92765-93002,RB,Calvin,Calvin Tyler Jr.,Tyler Jr.,,,4000,CIN@CLE,CIN,CLE,,,,,,RB/FLEX
,,,,,,,,,,92765-58189:Mitchell Fraboni,92765-58189,TE,Mitchell,Mitchell Fraboni,Fraboni,,,4000,LV@DEN,DEN,LV,,,,,,TE/FLEX
,,,,,,,,,,92765-56142:Juwann Winfree,92765-56142,WR,Juwann,Juwann Winfree,Winfree,0.733333349,3,4000,JAC@IND,IND,JAC,,,,,,WR/FLEX
,,,,,,,,,,92765-88915:Bryant Koback,92765-88915,RB,Bryant,Bryant Koback,Koback,,,4000,LAR@SEA,SEA,LAR,,,,,,RB/FLEX
,,,,,,,,,,92765-64339:Auden Tate,92765-64339,WR,Auden,Auden Tate,Tate,,,4000,ARI@WAS,ARI,WAS,,,,,,WR/FLEX
,,,,,,,,,,92765-93016:B.J. Baylor,92765-93016,RB,B.J.,B.J. Baylor,Baylor,,,4000,CAR@ATL,ATL,CAR,,,,,,RB/FLEX
,,,,,,,,,,92765-93019:Jack Colletto,92765-93019,RB,Jack,Jack Colletto,Colletto,,,4000,SF@PIT,SF,PIT,,,,,,RB/FLEX
,,,,,,,,,,92765-90971:Austin Allen,92765-90971,TE,Austin,Austin Allen,Allen,,,4000,GB@CHI,GB,CHI,,,,,,TE/FLEX
,,,,,,,,,,92765-66402:Jack Driscoll,92765-66402,TE,Jack,Jack Driscoll,Driscoll,,,4000,PHI@NE,PHI,NE,,,,,,TE/FLEX
,,,,,,,,,,92765-119653:Kayshon Boutte,92765-119653,WR,Kayshon,Kayshon Boutte,Boutte,,,4000,PHI@NE,NE,PHI,,,,,,WR/FLEX
,,,,,,,,,,92765-86913:Kris Leach,92765-86913,TE,Kris,Kris Leach,Leach,,,4000,LV@DEN,DEN,LV,,,,,,TE/FLEX
,,,,,,,,,,92765-91012:Greg Bell,92765-91012,RB,Greg,Greg Bell,Bell,,,4000,SF@PIT,PIT,SF,,,,,,RB/FLEX
,,,,,,,,,,92765-23435:Andrew DePaola,92765-23435,TE,Andrew,Andrew DePaola,DePaola,,,4000,TB@MIN,MIN,TB,,,,,,TE/FLEX
,,,,,,,,,,92765-45964:Marcus Kemp,92765-45964,WR,Marcus,Marcus Kemp,Kemp,1.799999952,1,4000,ARI@WAS,WAS,ARI,,,,,,WR/FLEX
,,,,,,,,,,92765-64405:Dan Chisena,92765-64405,WR,Dan,Dan Chisena,Chisena,,,4000,SF@PIT,PIT,SF,,,,,,WR/FLEX
,,,,,,,,,,92765-64408:Nick Bowers,92765-64408,TE,Nick,Nick Bowers,Bowers,,,4000,MIA@LAC,MIA,LAC,,,,,,TE/FLEX
,,,,,,,,,,92765-88995:Reggie Roberson Jr.,92765-88995,WR,Reggie,Reggie Roberson Jr.,Roberson Jr.,,,4000,TEN@NO,TEN,NO,,,,,,WR/FLEX
,,,,,,,,,,92765-91055:Kevin Austin Jr.,92765-91055,WR,Kevin,Kevin Austin Jr.,Austin Jr.,,,4000,JAC@IND,JAC,IND,,,,,,WR/FLEX
,,,,,,,,,,92765-187324:Ed Lee,92765-187324,WR,Ed,Ed Lee,Lee,,,4000,PHI@NE,NE,PHI,,,,,,WR/FLEX
,,,,,,,,,,92765-43973:Keith Smith,92765-43973,RB,Keith,Keith Smith,Smith,0.3,5,4000,CAR@ATL,ATL,CAR,,,,,,RB/FLEX
,,,,,,,,,,92765-41936:Anthony Miller,92765-41936,WR,Anthony,Anthony Miller,Miller,,,4000,SF@PIT,SF,PIT,,,,,,WR/FLEX
,,,,,,,,,,92765-93150:Jake Bobo,92765-93150,WR,Jake,Jake Bobo,Bobo,,,4000,LAR@SEA,SEA,LAR,,,,,,WR/FLEX
,,,,,,,,,,92765-54239:Matt Sokol,92765-54239,TE,Matt,Matt Sokol,Sokol,,,4000,PHI@NE,NE,PHI,,,,,,TE/FLEX
,,,,,,,,,,92765-119788:Xavier Hutchinson,92765-119788,WR,Xavier,Xavier Hutchinson,Hutchinson,,,4000,HOU@BAL,HOU,BAL,,,,,,WR/FLEX
,,,,,,,,,,92765-70680:Jalen Camp,92765-70680,WR,Jalen,Jalen Camp,Camp,1.200000048,1,4000,HOU@BAL,HOU,BAL,,,,,,WR/FLEX
,,,,,,,,,,92765-87112:Josh Ali,92765-87112,WR,Josh,Josh Ali,Ali,0,1,4000,CAR@ATL,ATL,CAR,,,,,,WR/FLEX
,,,,,,,,,,92765-89167:Gavin Holmes,92765-89167,WR,Gavin,Gavin Holmes,Holmes,,,4000,TEN@NO,TEN,NO,,,,,,WR/FLEX
